primary,oxydb_mac_2020,genbank,genbank.1,number,mds_ies_db_2015
Contig4273.0i1,Contig4273.0i1,AMCR02007828,AMCR02007828.1,4273.0i1,
Contig4276.0,Contig4276.0,AMCR02007829,AMCR02007829.1,4276.0,OXYTRI_MAC_4276
Contig4277.0,Contig4277.0,AMCR02007830,AMCR02007830.1,4277.0,OXYTRI_MAC_4277
Contig4278.0,Contig4278.0,AMCR02007831,AMCR02007831.1,4278.0,OXYTRI_MAC_25437
Contig4281.0,Contig4281.0,AMCR02007832,AMCR02007832.1,4281.0,OXYTRI_MAC_4281
Contig4281.0v1,Contig4281.0v1,AMCR02007833,AMCR02007833.1,4281.0v1,
Contig4281.0v2,Contig4281.0v2,AMCR02007834,AMCR02007834.1,4281.0v2,
Contig4282.0,Contig4282.0,AMCR02007835,AMCR02007835.1,4282.0,OXYTRI_MAC_4282
Contig4283.0,Contig4283.0,AMCR02007836,AMCR02007836.1,4283.0,OXYTRI_MAC_4283
Contig4283.0v1,Contig4283.0v1,AMCR02007837,AMCR02007837.1,4283.0v1,
Contig4284.0,Contig4284.0,AMCR02007838,AMCR02007838.1,4284.0,OXYTRI_MAC_4284
Contig4287.0,Contig4287.0,AMCR02007839,AMCR02007839.1,4287.0,OXYTRI_MAC_4287
Contig4287.0i1,Contig4287.0i1,AMCR02007840,AMCR02007840.1,4287.0i1,
Contig4288.0,Contig4288.0,AMCR02007841,AMCR02007841.1,4288.0,OXYTRI_MAC_4288
Contig4289.0,Contig4289.0,AMCR02007842,AMCR02007842.1,4289.0,OXYTRI_MAC_4289
Contig4294.0,Contig4294.0,AMCR02007843,AMCR02007843.1,4294.0,OXYTRI_MAC_4294
Contig4296.0,Contig4296.0,AMCR02007844,AMCR02007844.1,4296.0,OXYTRI_MAC_4296
Contig4296.0i1,Contig4296.0i1,AMCR02007845,AMCR02007845.1,4296.0i1,
Contig4299.0,Contig4299.0,AMCR02007846,AMCR02007846.1,4299.0,OXYTRI_MAC_4299
Contig4299.0i1,Contig4299.0i1,AMCR02007847,AMCR02007847.1,4299.0i1,
Contig4299.0i2,Contig4299.0i2,AMCR02007848,AMCR02007848.1,4299.0i2,
Contig4301.0,Contig4301.0,AMCR02007849,AMCR02007849.1,4301.0,OXYTRI_MAC_4301
Contig4301.0i1,Contig4301.0i1,AMCR02007850,AMCR02007850.1,4301.0i1,
Contig4301.0i1v1,Contig4301.0i1v1,AMCR02007851,AMCR02007851.1,4301.0i1v1,
Contig4302.0,Contig4302.0,AMCR02007852,AMCR02007852.1,4302.0,OXYTRI_MAC_4302
Contig4302.0v1,Contig4302.0v1,AMCR02007853,AMCR02007853.1,4302.0v1,
Contig4304.0,Contig4304.0,AMCR02007854,AMCR02007854.1,4304.0,OXYTRI_MAC_4304
Contig4310.0,Contig4310.0,AMCR02007855,AMCR02007855.1,4310.0,OXYTRI_MAC_4310
Contig4310.0v1,Contig4310.0v1,AMCR02007856,AMCR02007856.1,4310.0v1,
Contig4313.0,Contig4313.0,AMCR02007857,AMCR02007857.1,4313.0,OXYTRI_MAC_4313
Contig4313.0i1,Contig4313.0i1,AMCR02007858,AMCR02007858.1,4313.0i1,
Contig4316.0,Contig4316.0,AMCR02007859,AMCR02007859.1,4316.0,OXYTRI_MAC_4316
Contig4316.0v1,Contig4316.0v1,AMCR02007860,AMCR02007860.1,4316.0v1,
Contig4316.0i1,Contig4316.0i1,AMCR02007861,AMCR02007861.1,4316.0i1,
Contig4316.0v2,Contig4316.0v2,AMCR02007862,AMCR02007862.1,4316.0v2,
Contig4317.0,Contig4317.0,AMCR02007863,AMCR02007863.1,4317.0,OXYTRI_MAC_4317
Contig4317.0v1,Contig4317.0v1,AMCR02007864,AMCR02007864.1,4317.0v1,
Contig4319.0,Contig4319.0,AMCR02007865,AMCR02007865.1,4319.0,OXYTRI_MAC_4319
Contig4321.0,Contig4321.0,AMCR02007866,AMCR02007866.1,4321.0,OXYTRI_MAC_4321
Contig4321.0i1,Contig4321.0i1,AMCR02007867,AMCR02007867.1,4321.0i1,
Contig4321.0i1v1,Contig4321.0i1v1,AMCR02007868,AMCR02007868.1,4321.0i1v1,
Contig4322.0,Contig4322.0,AMCR02007869,AMCR02007869.1,4322.0,OXYTRI_MAC_4322
Contig4322.0i1,Contig4322.0i1,AMCR02007870,AMCR02007870.1,4322.0i1,
Contig4322.0i2,Contig4322.0i2,AMCR02007871,AMCR02007871.1,4322.0i2,
Contig4322.0i3,Contig4322.0i3,AMCR02007872,AMCR02007872.1,4322.0i3,
Contig4322.0i3v1,Contig4322.0i3v1,AMCR02007873,AMCR02007873.1,4322.0i3v1,
Contig4322.0i3v2,Contig4322.0i3v2,AMCR02007874,AMCR02007874.1,4322.0i3v2,
Contig4322.0i3v3,Contig4322.0i3v3,AMCR02007875,AMCR02007875.1,4322.0i3v3,
Contig4323.0,Contig4323.0,AMCR02007876,AMCR02007876.1,4323.0,OXYTRI_MAC_4323
Contig4323.0i1,Contig4323.0i1,AMCR02007877,AMCR02007877.1,4323.0i1,
Contig4323.0i2,Contig4323.0i2,AMCR02007878,AMCR02007878.1,4323.0i2,
Contig4324.0,Contig4324.0,AMCR02007879,AMCR02007879.1,4324.0,OXYTRI_MAC_4324
Contig4325.0,Contig4325.0,AMCR02007880,AMCR02007880.1,4325.0,OXYTRI_MAC_4325
Contig4325.0v1,Contig4325.0v1,AMCR02007881,AMCR02007881.1,4325.0v1,
Contig4331.0,Contig4331.0,AMCR02007882,AMCR02007882.1,4331.0,OXYTRI_MAC_4331
Contig4332.0,Contig4332.0,AMCR02007883,AMCR02007883.1,4332.0,OXYTRI_MAC_4332
Contig4333.0,Contig4333.0,AMCR02007884,AMCR02007884.1,4333.0,OXYTRI_MAC_4333
Contig4333.0v1,Contig4333.0v1,AMCR02007885,AMCR02007885.1,4333.0v1,
Contig4336.0,Contig4336.0,AMCR02007886,AMCR02007886.1,4336.0,OXYTRI_MAC_4336
Contig4337.0,Contig4337.0,AMCR02007887,AMCR02007887.1,4337.0,OXYTRI_MAC_25375
Contig4337.0v1,Contig4337.0v1,AMCR02007888,AMCR02007888.1,4337.0v1,
Contig4338.0,Contig4338.0,AMCR02007889,AMCR02007889.1,4338.0,OXYTRI_MAC_4338
Contig4339.0.0,Contig4339.0.0,AMCR02007890,AMCR02007890.1,4339.0.0,OXYTRI_MAC_4339
Contig4340.0,Contig4340.0,AMCR02007891,AMCR02007891.1,4340.0,OXYTRI_MAC_4340
Contig4340.0v1,Contig4340.0v1,AMCR02007892,AMCR02007892.1,4340.0v1,
Contig4341.0,Contig4341.0,AMCR02007893,AMCR02007893.1,4341.0,OXYTRI_MAC_4341
Contig4341.0i1,Contig4341.0i1,AMCR02007894,AMCR02007894.1,4341.0i1,
Contig4342.0,Contig4342.0,AMCR02007895,AMCR02007895.1,4342.0,OXYTRI_MAC_26208
Contig4343.0,Contig4343.0,AMCR02007896,AMCR02007896.1,4343.0,OXYTRI_MAC_4343
Contig4343.0v1,Contig4343.0v1,AMCR02007897,AMCR02007897.1,4343.0v1,
Contig4345.0,Contig4345.0,AMCR02007898,AMCR02007898.1,4345.0,OXYTRI_MAC_4345
Contig4345.0i1,Contig4345.0i1,AMCR02007899,AMCR02007899.1,4345.0i1,
Contig4345.0i1v1,Contig4345.0i1v1,AMCR02007900,AMCR02007900.1,4345.0i1v1,
Contig4347.0,Contig4347.0,AMCR02007901,AMCR02007901.1,4347.0,OXYTRI_MAC_4347
Contig4349.0,Contig4349.0,AMCR02007902,AMCR02007902.1,4349.0,OXYTRI_MAC_4349
Contig4350.0,Contig4350.0,AMCR02007903,AMCR02007903.1,4350.0,OXYTRI_MAC_4350
Contig4350.0v1,Contig4350.0v1,AMCR02007904,AMCR02007904.1,4350.0v1,
Contig4351.0,Contig4351.0,AMCR02007905,AMCR02007905.1,4351.0,OXYTRI_MAC_4351
Contig4351.0v1,Contig4351.0v1,AMCR02007906,AMCR02007906.1,4351.0v1,
Contig4352.0,Contig4352.0,AMCR02007907,AMCR02007907.1,4352.0,OXYTRI_MAC_4352
Contig4353.0,Contig4353.0,AMCR02007908,AMCR02007908.1,4353.0,OXYTRI_MAC_4353
Contig4354.0,Contig4354.0,AMCR02007909,AMCR02007909.1,4354.0,OXYTRI_MAC_4354
Contig4357.0,Contig4357.0,AMCR02007910,AMCR02007910.1,4357.0,OXYTRI_MAC_4357
Contig4358.0,Contig4358.0,AMCR02007911,AMCR02007911.1,4358.0,OXYTRI_MAC_4358
Contig4358.0v1,Contig4358.0v1,AMCR02007912,AMCR02007912.1,4358.0v1,
Contig4359.0,Contig4359.0,AMCR02007913,AMCR02007913.1,4359.0,
Contig4361.0,Contig4361.0,AMCR02007914,AMCR02007914.1,4361.0,OXYTRI_MAC_4361
Contig4362.0,Contig4362.0,AMCR02007915,AMCR02007915.1,4362.0,OXYTRI_MAC_4362
Contig4363.0,Contig4363.0,AMCR02007916,AMCR02007916.1,4363.0,OXYTRI_MAC_4363
Contig4363.0v1,Contig4363.0v1,AMCR02007917,AMCR02007917.1,4363.0v1,
Contig4365.0,Contig4365.0,AMCR02007918,AMCR02007918.1,4365.0,OXYTRI_MAC_4365
Contig4366.0,Contig4366.0,AMCR02007919,AMCR02007919.1,4366.0,OXYTRI_MAC_4366
Contig4366.0i1,Contig4366.0i1,AMCR02007920,AMCR02007920.1,4366.0i1,
Contig4366.0i1v1,Contig4366.0i1v1,AMCR02007921,AMCR02007921.1,4366.0i1v1,
Contig4367.0,Contig4367.0,AMCR02007922,AMCR02007922.1,4367.0,OXYTRI_MAC_4367
Contig4368.0,Contig4368.0,AMCR02007923,AMCR02007923.1,4368.0,OXYTRI_MAC_4368
Contig4368.0i1,Contig4368.0i1,AMCR02007924,AMCR02007924.1,4368.0i1,
Contig4368.0i1v1,Contig4368.0i1v1,AMCR02007925,AMCR02007925.1,4368.0i1v1,
Contig4368.0i1v2,Contig4368.0i1v2,AMCR02007926,AMCR02007926.1,4368.0i1v2,
Contig4370.0,Contig4370.0,AMCR02007927,AMCR02007927.1,4370.0,OXYTRI_MAC_4370
Contig4371.0,Contig4371.0,AMCR02007928,AMCR02007928.1,4371.0,OXYTRI_MAC_4371
Contig4371.0i1,Contig4371.0i1,AMCR02007929,AMCR02007929.1,4371.0i1,
Contig4371.0i1v1,Contig4371.0i1v1,AMCR02007930,AMCR02007930.1,4371.0i1v1,
Contig4371.0i2,Contig4371.0i2,AMCR02007931,AMCR02007931.1,4371.0i2,
Contig4371.0i2v1,Contig4371.0i2v1,AMCR02007932,AMCR02007932.1,4371.0i2v1,
Contig4374.0,Contig4374.0,AMCR02007933,AMCR02007933.1,4374.0,OXYTRI_MAC_4374
Contig4374.0v1,Contig4374.0v1,AMCR02007934,AMCR02007934.1,4374.0v1,
Contig4375.0,Contig4375.0,AMCR02007935,AMCR02007935.1,4375.0,OXYTRI_MAC_4375
Contig4375.0v1,Contig4375.0v1,AMCR02007936,AMCR02007936.1,4375.0v1,
Contig4375.0i1,Contig4375.0i1,AMCR02007937,AMCR02007937.1,4375.0i1,
Contig4379.0,Contig4379.0,AMCR02007938,AMCR02007938.1,4379.0,OXYTRI_MAC_4379
Contig4379.0i1,Contig4379.0i1,AMCR02007939,AMCR02007939.1,4379.0i1,
Contig4380.0,Contig4380.0,AMCR02007940,AMCR02007940.1,4380.0,OXYTRI_MAC_4380
Contig4380.0i1,Contig4380.0i1,AMCR02007941,AMCR02007941.1,4380.0i1,
Contig4380.0i1v1,Contig4380.0i1v1,AMCR02007942,AMCR02007942.1,4380.0i1v1,
Contig4380.0i1v2,Contig4380.0i1v2,AMCR02007943,AMCR02007943.1,4380.0i1v2,
Contig4381.0,Contig4381.0,AMCR02007944,AMCR02007944.1,4381.0,OXYTRI_MAC_4381
Contig4382.0,Contig4382.0,AMCR02007945,AMCR02007945.1,4382.0,OXYTRI_MAC_4382
Contig4382.0i1,Contig4382.0i1,AMCR02007946,AMCR02007946.1,4382.0i1,
Contig4383.0.1,Contig4383.0.1,AMCR02007947,AMCR02007947.1,4383.0.1,OXYTRI_MAC_4383
Contig4384.0,Contig4384.0,AMCR02007948,AMCR02007948.1,4384.0,OXYTRI_MAC_4384
Contig4385.0,Contig4385.0,AMCR02007949,AMCR02007949.1,4385.0,OXYTRI_MAC_4385
Contig4385.0v1,Contig4385.0v1,AMCR02007950,AMCR02007950.1,4385.0v1,
Contig4386.0,Contig4386.0,AMCR02007951,AMCR02007951.1,4386.0,OXYTRI_MAC_4386
Contig4386.0v1,Contig4386.0v1,AMCR02007952,AMCR02007952.1,4386.0v1,
Contig4387.0,Contig4387.0,AMCR02007953,AMCR02007953.1,4387.0,OXYTRI_MAC_4387
Contig4387.0v1,Contig4387.0v1,AMCR02007954,AMCR02007954.1,4387.0v1,
Contig4388.0,Contig4388.0,AMCR02007955,AMCR02007955.1,4388.0,OXYTRI_MAC_4388
Contig4392.0,Contig4392.0,AMCR02007956,AMCR02007956.1,4392.0,OXYTRI_MAC_4392
Contig4392.0v1,Contig4392.0v1,AMCR02007957,AMCR02007957.1,4392.0v1,
Contig4396.0,Contig4396.0,AMCR02007958,AMCR02007958.1,4396.0,OXYTRI_MAC_4396
Contig4398.0,Contig4398.0,AMCR02007959,AMCR02007959.1,4398.0,OXYTRI_MAC_4398
Contig4398.0i1,Contig4398.0i1,AMCR02007960,AMCR02007960.1,4398.0i1,
Contig4398.0i1v1,Contig4398.0i1v1,AMCR02007961,AMCR02007961.1,4398.0i1v1,
Contig4399.0,Contig4399.0,AMCR02007962,AMCR02007962.1,4399.0,OXYTRI_MAC_4399
Contig4401.0,Contig4401.0,AMCR02007963,AMCR02007963.1,4401.0,OXYTRI_MAC_4401
Contig4401.0i1,Contig4401.0i1,AMCR02007964,AMCR02007964.1,4401.0i1,
Contig4401.0i1v1,Contig4401.0i1v1,AMCR02007965,AMCR02007965.1,4401.0i1v1,
Contig4404.0,Contig4404.0,AMCR02007966,AMCR02007966.1,4404.0,OXYTRI_MAC_4404
Contig4404.0v1,Contig4404.0v1,AMCR02007967,AMCR02007967.1,4404.0v1,
Contig4405.0,Contig4405.0,AMCR02007968,AMCR02007968.1,4405.0,OXYTRI_MAC_4405
Contig4405.0v1,Contig4405.0v1,AMCR02007969,AMCR02007969.1,4405.0v1,
Contig4405.0i1,Contig4405.0i1,AMCR02007970,AMCR02007970.1,4405.0i1,
Contig4406.0,Contig4406.0,AMCR02007971,AMCR02007971.1,4406.0,OXYTRI_MAC_4406
Contig4407.0,Contig4407.0,AMCR02007972,AMCR02007972.1,4407.0,OXYTRI_MAC_4407
Contig4407.0v1,Contig4407.0v1,AMCR02007973,AMCR02007973.1,4407.0v1,
Contig4407.0i1,Contig4407.0i1,AMCR02007974,AMCR02007974.1,4407.0i1,
Contig4408.0,Contig4408.0,AMCR02007975,AMCR02007975.1,4408.0,
Contig4409.0,Contig4409.0,AMCR02007976,AMCR02007976.1,4409.0,OXYTRI_MAC_4409
Contig4410.0,Contig4410.0,AMCR02007977,AMCR02007977.1,4410.0,OXYTRI_MAC_4410
Contig4411.0,Contig4411.0,AMCR02007978,AMCR02007978.1,4411.0,OXYTRI_MAC_4411
Contig4412.0,Contig4412.0,AMCR02007979,AMCR02007979.1,4412.0,OXYTRI_MAC_4412
Contig4414.0,Contig4414.0,AMCR02007980,AMCR02007980.1,4414.0,OXYTRI_MAC_4414
Contig4414.0i1,Contig4414.0i1,AMCR02007981,AMCR02007981.1,4414.0i1,
Contig4414.0i1v1,Contig4414.0i1v1,AMCR02007982,AMCR02007982.1,4414.0i1v1,
Contig4414.0i2,Contig4414.0i2,AMCR02007983,AMCR02007983.1,4414.0i2,
Contig4414.0i3,Contig4414.0i3,AMCR02007984,AMCR02007984.1,4414.0i3,
Contig4414.0i4,Contig4414.0i4,AMCR02007985,AMCR02007985.1,4414.0i4,
Contig4414.0i4v1,Contig4414.0i4v1,AMCR02007986,AMCR02007986.1,4414.0i4v1,
Contig4415.0,Contig4415.0,AMCR02007987,AMCR02007987.1,4415.0,
Contig4419.0,Contig4419.0,AMCR02007988,AMCR02007988.1,4419.0,OXYTRI_MAC_4419
Contig4421.0,Contig4421.0,AMCR02007989,AMCR02007989.1,4421.0,OXYTRI_MAC_4421
Contig4422.0,Contig4422.0,AMCR02007990,AMCR02007990.1,4422.0,
Contig4423.0,Contig4423.0,AMCR02007991,AMCR02007991.1,4423.0,OXYTRI_MAC_4423
Contig4425.0,Contig4425.0,AMCR02007992,AMCR02007992.1,4425.0,OXYTRI_MAC_4425
Contig4426.0,Contig4426.0,AMCR02007993,AMCR02007993.1,4426.0,OXYTRI_MAC_4426
Contig4427.0,Contig4427.0,AMCR02007994,AMCR02007994.1,4427.0,OXYTRI_MAC_4427
Contig4428.0,Contig4428.0,AMCR02007995,AMCR02007995.1,4428.0,OXYTRI_MAC_4428
Contig4429.0,Contig4429.0,AMCR02007996,AMCR02007996.1,4429.0,OXYTRI_MAC_4429
Contig4429.0v1,Contig4429.0v1,AMCR02007997,AMCR02007997.1,4429.0v1,
Contig4430.0,Contig4430.0,AMCR02007998,AMCR02007998.1,4430.0,OXYTRI_MAC_4430
Contig4430.0v1,Contig4430.0v1,AMCR02007999,AMCR02007999.1,4430.0v1,
Contig4431.0,Contig4431.0,AMCR02008000,AMCR02008000.1,4431.0,OXYTRI_MAC_4431
Contig4433.0,Contig4433.0,AMCR02008001,AMCR02008001.1,4433.0,OXYTRI_MAC_4433
Contig4433.0i1,Contig4433.0i1,AMCR02008002,AMCR02008002.1,4433.0i1,
Contig4433.0i1v1,Contig4433.0i1v1,AMCR02008003,AMCR02008003.1,4433.0i1v1,
Contig4434.0,Contig4434.0,AMCR02008004,AMCR02008004.1,4434.0,OXYTRI_MAC_4434
Contig4434.0i1,Contig4434.0i1,AMCR02008005,AMCR02008005.1,4434.0i1,
Contig4434.0i2,Contig4434.0i2,AMCR02008006,AMCR02008006.1,4434.0i2,
Contig4439.0,Contig4439.0,AMCR02008007,AMCR02008007.1,4439.0,OXYTRI_MAC_4439
Contig4439.0v1,Contig4439.0v1,AMCR02008008,AMCR02008008.1,4439.0v1,
Contig4439.0i1,Contig4439.0i1,AMCR02008009,AMCR02008009.1,4439.0i1,
Contig4440.0,Contig4440.0,AMCR02008010,AMCR02008010.1,4440.0,OXYTRI_MAC_4440
Contig4441.0,Contig4441.0,AMCR02008011,AMCR02008011.1,4441.0,OXYTRI_MAC_4441
Contig4441.0i1,Contig4441.0i1,AMCR02008012,AMCR02008012.1,4441.0i1,
Contig4441.0i1v1,Contig4441.0i1v1,AMCR02008013,AMCR02008013.1,4441.0i1v1,
Contig4442.0,Contig4442.0,AMCR02008014,AMCR02008014.1,4442.0,
Contig4444.0,Contig4444.0,AMCR02008015,AMCR02008015.1,4444.0,OXYTRI_MAC_4444
Contig4444.0i1,Contig4444.0i1,AMCR02008016,AMCR02008016.1,4444.0i1,
Contig4445.0,Contig4445.0,AMCR02008017,AMCR02008017.1,4445.0,OXYTRI_MAC_4445
Contig4445.0i1,Contig4445.0i1,AMCR02008018,AMCR02008018.1,4445.0i1,
Contig4445.0i1v1,Contig4445.0i1v1,AMCR02008019,AMCR02008019.1,4445.0i1v1,
Contig4446.0,Contig4446.0,AMCR02008020,AMCR02008020.1,4446.0,OXYTRI_MAC_4446
Contig4447.0.0,Contig4447.0.0,AMCR02008021,AMCR02008021.1,4447.0.0,OXYTRI_MAC_4447
Contig4447.0.0i1,Contig4447.0.0i1,AMCR02008022,AMCR02008022.1,4447.0.0i1,
Contig4447.0.0i1v1,Contig4447.0.0i1v1,AMCR02008023,AMCR02008023.1,4447.0.0i1v1,
Contig4448.0,Contig4448.0,AMCR02008024,AMCR02008024.1,4448.0,OXYTRI_MAC_4448
Contig4448.0v1,Contig4448.0v1,AMCR02008025,AMCR02008025.1,4448.0v1,
Contig4448.0i1,Contig4448.0i1,AMCR02008026,AMCR02008026.1,4448.0i1,
Contig4449.0,Contig4449.0,AMCR02008027,AMCR02008027.1,4449.0,OXYTRI_MAC_4449
Contig4449.0v1,Contig4449.0v1,AMCR02008028,AMCR02008028.1,4449.0v1,
Contig4450.0,Contig4450.0,AMCR02008029,AMCR02008029.1,4450.0,OXYTRI_MAC_4450
Contig4450.0i1,Contig4450.0i1,AMCR02008030,AMCR02008030.1,4450.0i1,
Contig4450.0i2,Contig4450.0i2,AMCR02008031,AMCR02008031.1,4450.0i2,
Contig4451.0,Contig4451.0,AMCR02008032,AMCR02008032.1,4451.0,OXYTRI_MAC_4451
Contig4451.0i1,Contig4451.0i1,AMCR02008033,AMCR02008033.1,4451.0i1,
Contig4451.0i1v1,Contig4451.0i1v1,AMCR02008034,AMCR02008034.1,4451.0i1v1,
Contig4454.0,Contig4454.0,AMCR02008035,AMCR02008035.1,4454.0,OXYTRI_MAC_4454
Contig4454.0v1,Contig4454.0v1,AMCR02008036,AMCR02008036.1,4454.0v1,
Contig4455.0,Contig4455.0,AMCR02008037,AMCR02008037.1,4455.0,OXYTRI_MAC_4455
Contig4456.0,Contig4456.0,AMCR02008038,AMCR02008038.1,4456.0,OXYTRI_MAC_4456
Contig4457.0,Contig4457.0,AMCR02008039,AMCR02008039.1,4457.0,OXYTRI_MAC_4457
Contig4457.0v1,Contig4457.0v1,AMCR02008040,AMCR02008040.1,4457.0v1,
Contig4457.0v2,Contig4457.0v2,AMCR02008041,AMCR02008041.1,4457.0v2,
Contig4460.0,Contig4460.0,AMCR02008042,AMCR02008042.1,4460.0,
Contig4463.0,Contig4463.0,AMCR02008043,AMCR02008043.1,4463.0,OXYTRI_MAC_4463
Contig4463.0i1,Contig4463.0i1,AMCR02008044,AMCR02008044.1,4463.0i1,
Contig4465.0,Contig4465.0,AMCR02008045,AMCR02008045.1,4465.0,
Contig4469.0,Contig4469.0,AMCR02008046,AMCR02008046.1,4469.0,OXYTRI_MAC_4469
Contig4472.0,Contig4472.0,AMCR02008047,AMCR02008047.1,4472.0,OXYTRI_MAC_4472
Contig4472.0v1,Contig4472.0v1,AMCR02008048,AMCR02008048.1,4472.0v1,
Contig4473.0,Contig4473.0,AMCR02008049,AMCR02008049.1,4473.0,OXYTRI_MAC_4473
Contig4473.0i1,Contig4473.0i1,AMCR02008050,AMCR02008050.1,4473.0i1,
Contig4474.0,Contig4474.0,AMCR02008051,AMCR02008051.1,4474.0,OXYTRI_MAC_4474
Contig4474.0i1,Contig4474.0i1,AMCR02008052,AMCR02008052.1,4474.0i1,
Contig4474.0i2,Contig4474.0i2,AMCR02008053,AMCR02008053.1,4474.0i2,
Contig4476.0,Contig4476.0,AMCR02008054,AMCR02008054.1,4476.0,OXYTRI_MAC_4476
Contig4476.0v1,Contig4476.0v1,AMCR02008055,AMCR02008055.1,4476.0v1,
Contig4481.0,Contig4481.0,AMCR02008056,AMCR02008056.1,4481.0,OXYTRI_MAC_4481
Contig4483.0,Contig4483.0,AMCR02008057,AMCR02008057.1,4483.0,OXYTRI_MAC_4483
Contig4484.0,Contig4484.0,AMCR02008058,AMCR02008058.1,4484.0,OXYTRI_MAC_4484
Contig4484.0v1,Contig4484.0v1,AMCR02008059,AMCR02008059.1,4484.0v1,
Contig4486.0,Contig4486.0,AMCR02008060,AMCR02008060.1,4486.0,OXYTRI_MAC_4486
Contig4486.0i1,Contig4486.0i1,AMCR02008061,AMCR02008061.1,4486.0i1,
Contig4487.0,Contig4487.0,AMCR02008062,AMCR02008062.1,4487.0,OXYTRI_MAC_4487
Contig4487.0i1,Contig4487.0i1,AMCR02008063,AMCR02008063.1,4487.0i1,
Contig4487.0i2,Contig4487.0i2,AMCR02008064,AMCR02008064.1,4487.0i2,
Contig4487.0i3,Contig4487.0i3,AMCR02008065,AMCR02008065.1,4487.0i3,
Contig4488.0,Contig4488.0,AMCR02008066,AMCR02008066.1,4488.0,OXYTRI_MAC_4488
Contig4488.0i1,Contig4488.0i1,AMCR02008067,AMCR02008067.1,4488.0i1,
Contig4489.0,Contig4489.0,AMCR02008068,AMCR02008068.1,4489.0,OXYTRI_MAC_4489
Contig4489.0v1,Contig4489.0v1,AMCR02008069,AMCR02008069.1,4489.0v1,
Contig4490.0,Contig4490.0,AMCR02008070,AMCR02008070.1,4490.0,OXYTRI_MAC_4490
Contig4491.0,Contig4491.0,AMCR02008071,AMCR02008071.1,4491.0,
Contig4492.0,Contig4492.0,AMCR02008072,AMCR02008072.1,4492.0,OXYTRI_MAC_4492
Contig4492.0v1,Contig4492.0v1,AMCR02008073,AMCR02008073.1,4492.0v1,
Contig4494.0,Contig4494.0,AMCR02008074,AMCR02008074.1,4494.0,OXYTRI_MAC_4494
Contig4495.0,Contig4495.0,AMCR02008075,AMCR02008075.1,4495.0,OXYTRI_MAC_4495
Contig4498.0,Contig4498.0,AMCR02008076,AMCR02008076.1,4498.0,
Contig4500.0,Contig4500.0,AMCR02008077,AMCR02008077.1,4500.0,OXYTRI_MAC_4500
Contig4500.0i1,Contig4500.0i1,AMCR02008078,AMCR02008078.1,4500.0i1,
Contig4501.0,Contig4501.0,AMCR02008079,AMCR02008079.1,4501.0,OXYTRI_MAC_4501
Contig4501.0i1,Contig4501.0i1,AMCR02008080,AMCR02008080.1,4501.0i1,
Contig4502.0,Contig4502.0,AMCR02008081,AMCR02008081.1,4502.0,OXYTRI_MAC_4502
Contig4506.0,Contig4506.0,AMCR02008082,AMCR02008082.1,4506.0,OXYTRI_MAC_4506
Contig4507.0,Contig4507.0,AMCR02008083,AMCR02008083.1,4507.0,OXYTRI_MAC_4507
Contig4508.0.0,Contig4508.0.0,AMCR02008084,AMCR02008084.1,4508.0.0,OXYTRI_MAC_9175
Contig4510.0,Contig4510.0,AMCR02008085,AMCR02008085.1,4510.0,OXYTRI_MAC_4510
Contig4511.0,Contig4511.0,AMCR02008086,AMCR02008086.1,4511.0,
Contig4512.0,Contig4512.0,AMCR02008087,AMCR02008087.1,4512.0,OXYTRI_MAC_4512
Contig4514.0,Contig4514.0,AMCR02008088,AMCR02008088.1,4514.0,OXYTRI_MAC_4514
Contig4514.0i1,Contig4514.0i1,AMCR02008089,AMCR02008089.1,4514.0i1,
Contig4514.0i1v1,Contig4514.0i1v1,AMCR02008090,AMCR02008090.1,4514.0i1v1,
Contig4515.0,Contig4515.0,AMCR02008091,AMCR02008091.1,4515.0,OXYTRI_MAC_4515
Contig4515.0v1,Contig4515.0v1,AMCR02008092,AMCR02008092.1,4515.0v1,
Contig4518.0,Contig4518.0,AMCR02008093,AMCR02008093.1,4518.0,OXYTRI_MAC_4518
Contig4518.0i1,Contig4518.0i1,AMCR02008094,AMCR02008094.1,4518.0i1,
Contig4518.0i1v1,Contig4518.0i1v1,AMCR02008095,AMCR02008095.1,4518.0i1v1,
Contig4519.0,Contig4519.0,AMCR02008096,AMCR02008096.1,4519.0,OXYTRI_MAC_4519
Contig4519.0v1,Contig4519.0v1,AMCR02008097,AMCR02008097.1,4519.0v1,
Contig4520.0,Contig4520.0,AMCR02008098,AMCR02008098.1,4520.0,OXYTRI_MAC_4520
Contig4520.0v1,Contig4520.0v1,AMCR02008099,AMCR02008099.1,4520.0v1,
Contig4520.0v2,Contig4520.0v2,AMCR02008100,AMCR02008100.1,4520.0v2,
Contig4520.0i1,Contig4520.0i1,AMCR02008101,AMCR02008101.1,4520.0i1,
Contig4521.0,Contig4521.0,AMCR02008102,AMCR02008102.1,4521.0,OXYTRI_MAC_4521
